"id";"id_user";"tags_user";"tags_testset";"id_filme"
12;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"adapted from:play,clownish Cary Grant,frantic,insanity,mad old woman is killer in comedy,";1269
13;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"music,Pierre Niney,Robert Guédiguian,";104423
14;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Japan,modern girls,tragedy,Kenji Mizoguchi,";113559
15;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"To See,movielens top pick,B.Z. Goldberg,Carlos Bolado,israel,";5224
16;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Paul Seydor,";118983
17;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Louisiana,New Orleans,politics,";113908
18;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"oppl,Bertrand Tavernier,";6828
19;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"BFI classic,afi100,USA film registry,black and white,";1945
20;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Mike Leigh,realistic,TV Movie,";106048
21;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"immigrants,Irish,new beginning,sterotype African character,american dream,";7139
22;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"own,castration,artistic,black comedy,Bruce Willis,";32587
23;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Arkadiusz Jakubik,chaotic,Czeslaw Mozil,Do zassania,Grzegorz Halama,";128734
24;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Jessica Hundley,John Srebalus,desert rock,doom,hard rock,";106113
25;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Semih Kaplanoglu,";84801
26;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Michael Hoffman,";58578
27;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"ancient China,grand finale,Kick-Butt Women,lighthearted,romantic comedy,";47452
28;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Robert Stone,mockumentary,";107316
29;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"affectionate,bittersweet,poignant,understated,";2927
30;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Jason DaSilva,";113244
31;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Jason Osder,Philadelphia,";112495
32;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Nudity (Topless),";87010
33;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"asylum,mall,nudity,prank,slasher,";114838
34;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"found footage,hidden camera,internet,";113313
35;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Grigori Kozintsev,Leonid Trauberg,";119946
36;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"David Anspaugh,";6011
37;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Nudity (Topless),";71
38;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"So bad it's good,Robert Greenwald,cinematographer:Victor J. Kemper,directorial debut,Betamax,";5705
39;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,nanny,Robin Williams,gender disguise,movie not to see,nanny is secretly blood relative,black and white,hitler,World War II,holocaust,Steven Spielberg,fairy tale,hypochondria,magic,mansion,cyberpunk,dystopia,memory,Philip K. Dick,Sci-Fi,adapted from:game,animation remade as live action,alternate reality,Bob Hoskins,John Leguizamo,";"Nudity (Full Frontal - Notable),Nudity (Full Frontal),";6111
