33692,1
84552,86
84552,193
84552,129
84552,1988
84552,249
84552,728
84552,60
156493,249
156493,1651
156493,583
156493,303
156493,399
156493,216
156493,38
156493,86
156493,320
156493,25
156493,92
156493,31
84569,1
84569,79
84569,3
84569,721
84569,4
84569,3225
84569,4671
57123,30
57123,101
57123,1994
57123,63
57123,309
57123,42
57123,197
84540,477
84540,18
84540,144
84540,341
84540,129
84540,167
84540,127
84540,189
84540,34
84512,2238
84512,14
84512,101
84512,696
84512,2271
84512,602
84512,2692
84512,549
84512,2
84523,439
84523,381
84523,254
84523,173
84523,56
84523,429
84523,549
84523,261
72990,369
72990,28
72990,471
72990,29
72990,224
72990,90
72990,12
156083,98
156083,1106
156083,905
156083,78
156083,719
156083,342
156083,817
156083,146
33998,1602
33998,589
33998,1056
33998,77
33998,56
33998,37
33998,66
33998,499
39356,1426
39356,230
39356,655
39356,89
39356,2288
39356,162
39356,67
39356,7
39356,288
115574,3409
115574,78
115574,3
115574,398
115574,5
115574,256
115574,3248
115574,661
115645,929
115645,1243
115645,205
115645,76
115645,91
115645,1
115645,285
84722,18
84722,1034
84722,15
84722,775
84722,194
84722,11
84722,96
69394,524
69394,6
69394,411
69394,510
69394,292
69394,145
69394,287
156270,31
156270,820
156270,148
156270,1319
156270,798
156270,108
156270,626
156270,164
156270,7
156270,119
156270,858
156270,758
156270,137
84774,35
84774,218
84774,72
84774,163
84774,373
84774,1046
84774,56
156265,59
156265,22
156265,1863
156265,499
156265,16
156265,149
156265,2936
156265,2536
156265,1
156265,439
156265,3782
156265,163
69986,2
69986,2088
69986,76
69986,59
69986,640
69986,2776
69986,1976
127050,56
127050,54
127050,194
127050,3357
127050,585
127050,115
127050,111
127050,1143
127050,366
127050,1114
96767,3081
96767,28
96767,1029
96767,1730
96767,531
96767,662
96767,52
33370,12
33370,1620
33370,659
33370,8
33370,66
33370,105
33370,22
33370,16
115531,52
115531,169
115531,67
115531,527
115531,536
115531,95
115531,494
115531,2351
115531,2539
115531,3683
18075,56
18075,805
18075,320
18075,244
18075,315
18075,51
18075,129
18075,97
27904,1126
27904,1407
27904,202
27904,4600
27904,1229
27904,4666
27904,18
33259,109
33259,12
33259,11
33259,89
33259,267
33259,554
33259,1395
33259,201
33259,830
96640,1848
96640,5
96640,2072
96640,2027
96640,456
96640,1602
96640,187
96646,415
96646,1155
96646,686
96646,395
96646,17
96646,37
96646,51
18107,9
18107,506
18107,97
18107,395
18107,199
18107,283
18107,384
18107,988
18107,3590
18153,41
18153,56
18153,3444
18153,133
18153,830
18153,689
18153,477
18153,543
18153,210
18175,277
18175,32
18175,1823
18175,5
18175,2254
18175,3133
18175,2687
18175,246
18175,247
18163,75
18163,860
18163,54
18163,121
18163,18
18163,634
18163,674
115265,106
115265,745
115265,2594
115265,1082
115265,194
115265,323
115265,806
115265,601
33632,683
33632,969
33632,170
33632,10
33632,2648
33632,137
33632,698
33632,193
33632,5
96553,682
96553,2021
96553,12
96553,115
96553,38
96553,2987
96553,414
96553,249
33611,249
33611,134
33611,3656
33611,576
33611,1167
33611,315
33611,650
33611,1
33611,504
33611,1527
33611,211
33611,589
33611,60
33597,794
33597,141
33597,595
33597,34
33597,688
33597,6
33597,13
33597,72
115307,17
115307,325
115307,25
115307,258
115307,655
115307,1545
115307,170
115307,12
115307,33
18475,195
18475,1550
18475,116
18475,284
18475,565
18475,876
18475,764
115135,23
115135,835
115135,33
115135,1091
115135,67
115135,108
115135,694
115135,404
115135,81
115135,193
115135,563
115135,41
69807,323
69807,411
69807,1
69807,104
69807,83
69807,278
69807,373
84352,9
84352,5
84352,837
84352,21
84352,286
84352,2477
84352,28
84352,109
84352,16
84352,126
84397,4
84397,5
84397,909
84397,66
84397,640
84397,101
84397,2462
84397,2509
69823,1187
69823,885
69823,158
69823,659
69823,161
69823,141
69823,69
96436,99
96436,3914
96436,556
96436,1
96436,151
96436,2
96436,2987
18328,57
18328,126
18328,6
18328,42
18328,764
18328,43
18328,101
39860,101
39860,50
39860,158
39860,227
39860,613
39860,75
39860,353
39860,168
39860,3187
39860,3413
127522,620
127522,183
127522,117
127522,2788
127522,512
127522,92
127522,51
131022,4221
131022,36
131022,1453
131022,1
131022,1087
131022,360
131022,42
131022,545
131022,7
131022,111
170314,26
170314,745
170314,701
170314,286
170314,22
170314,545
170314,16
170314,183
170314,201
170322,38
170322,850
170322,137
170322,272
170322,1046
170322,280
170322,24
170322,8
131031,3068
131031,68
131031,2202
131031,27
131031,299
131031,131
131031,24
170304,1533
170304,518
170304,162
170304,2435
170304,148
170304,671
170304,231
115033,380
115033,640
115033,352
115033,113
115033,283
115033,369
115033,41
72076,3744
72076,2851
72076,668
72076,3240
72076,4022
72076,1500
72076,2336
39949,1627
39949,346
39949,518
39949,170
39949,25
39949,4063
39949,579
39949,109
39949,2453
45287,1199
45287,51
45287,1
45287,68
45287,3
45287,228
45287,53
45287,34
45287,3982
45287,1395
102988,608
102988,22
102988,901
102988,1
102988,34
102988,68
102988,971
45216,44
45216,296
45216,342
45216,734
45216,796
45216,288
45216,349
45216,2751
102940,85
102940,469
102940,127
102940,1099
102940,95
102940,5
102940,60
102940,1570
102940,131
45268,5
45268,248
45268,758
45268,20
45268,16
45268,520
45268,128
170154,1950
170154,4235
170154,40
170154,171
170154,284
170154,1517
170154,2897
170174,35
170174,2902
170174,210
170174,1104
170174,22
170174,90
170174,699
168577,731
168577,779
168577,33
168577,3893
168577,217
168577,84
168577,525
168577,29
168577,777
57685,67
57685,187
57685,5
57685,360
57685,343
57685,4196
57685,433
57685,882
72203,16
72203,6
72203,5
72203,1
72203,204
72203,29
72203,307
102857,1561
102857,1424
102857,437
102857,214
102857,1270
102857,183
102857,285
45572,3925
45572,126
45572,123
45572,217
45572,554
45572,230
45572,557
45572,267
45623,3913
45623,407
45623,15
45623,146
45623,91
45623,24
45623,579
45623,687
45623,230
45623,266
57762,186
57762,60
57762,238
57762,44
57762,4
57762,1
57762,257
170099,327
170099,1174
170099,2082
170099,330
170099,178
170099,349
170099,304
96802,1476
96802,1980
96802,158
96802,93
96802,454
96802,219
96802,1
96802,101
168629,1439
168629,468
168629,22
168629,4
168629,48
168629,1031
168629,728
102709,289
102709,1130
102709,24
102709,170
102709,1069
102709,492
102709,110
102709,55
45498,832
45498,128
45498,141
45498,235
45498,69
45498,301
45498,290
72332,35
72332,3619
72332,327
72332,3517
72332,594
72332,51
72332,3120
57854,98
57854,3582
57854,1462
57854,1952
57854,34
57854,3632
57854,597
57854,662
127121,618
127121,927
127121,2040
127121,1419
127121,749
127121,2865
127121,63
127121,2904
127111,169
127111,2104
127111,3994
127111,308
127111,17
127111,331
127111,1212
127111,546
72442,23
72442,6
72442,787
72442,439
72442,106
72442,2
72442,125
57439,127
57439,303
57439,4247
57439,791
57439,402
57439,160
57439,97
57439,12
57439,153
57436,1816
57436,162
57436,246
57436,2268
57436,51
57436,248
57436,597
57436,465
57436,83
57436,100
57436,2876
170769,940
170769,3908
170769,15
170769,4340
170769,125
170769,2041
170769,41
84829,896
84829,89
84829,171
84829,822
84829,43
84829,10
84829,549
84829,696
84829,2529
84829,39
69062,1
69062,152
69062,114
69062,6
69062,3
69062,4169
69062,52
69005,715
69005,3114
69005,6
69005,98
69005,160
69005,3
69005,78
127974,6
127974,637
127974,490
127974,1011
127974,60
127974,2095
127974,2296
69085,293
69085,269
69085,211
69085,384
69085,77
69085,2471
69085,33
69085,183
57515,1068
57515,2122
57515,4181
57515,1834
57515,5
57515,4010
57515,1602
57515,3167
57515,585
57515,3296
57515,223
57515,12
57515,3246
170672,4553
170672,321
170672,9
170672,2462
170672,3017
170672,433
170672,2090
170672,2384
170672,60
170672,1556
170672,504
170672,631
170672,1153
170672,527
170672,126
72543,1964
72543,46
72543,207
72543,382
72543,455
72543,164
72543,2865
72543,87
170682,272
170682,1831
170682,256
170682,3393
170682,675
170682,721
170682,169
57555,332
57555,123
57555,35
57555,1209
57555,4413
57555,2536
57555,3202
57555,369
57555,3967
57555,1124
57555,514
57555,5
57555,195
57555,1216
57555,30
57555,48
170628,143
170628,5
170628,619
170628,835
170628,64
170628,20
170628,371
69152,703
69152,56
69152,1
69152,134
69152,193
69152,1412
69152,355
39511,77
39511,53
39511,59
39511,249
39511,4
39511,598
39511,88
127883,2140
127883,152
127883,289
127883,146
127883,1
127883,9
127883,2333
45712,42
45712,105
45712,43
45712,188
45712,8
45712,5
45712,2213
45776,2619
45776,3187
45776,1010
45776,286
45776,4179
45776,1379
45776,1589
45776,195
45776,115
170551,146
170551,2
170551,3
170551,38
170551,1337
170551,637
170551,11
170551,34
170551,2056
170551,239
144199,2401
144199,97
144199,25
144199,4102
144199,34
144199,1158
144199,196
72678,661
72678,5
72678,2314
72678,48
72678,519
72678,1935
72678,3
170588,1315
170588,540
170588,2389
170588,1080
170588,1968
170588,23
170588,1168
57210,1277
57210,169
57210,202
57210,12
57210,3
57210,633
57210,1
57210,891
144134,111
144134,45
144134,388
144134,244
144134,52
144134,2486
144134,110
144134,1698
144134,400
144134,195
144134,3697
144134,126
144134,60
39647,3
39647,84
39647,414
39647,137
39647,1165
39647,6
39647,339
127734,416
127734,1243
127734,2381
127734,2028
127734,103
127734,157
127734,8
57252,994
57252,302
57252,1412
57252,29
57252,86
57252,253
57252,2447
72601,24
72601,38
72601,1324
72601,129
72601,222
72601,1
72601,56
72601,156
72601,134
72601,2381
39606,13
39606,278
39606,63
39606,447
39606,809
39606,108
39606,33
127694,3927
127694,609
127694,2000
127694,634
127694,1
127694,2670
127694,1078
127694,7
168957,90
168957,2415
168957,29
168957,675
168957,35
168957,191
168957,481
168957,188
127617,332
127617,2576
127617,12
127617,77
127617,1776
127617,510
127617,69
39748,548
39748,654
39748,244
39748,17
39748,2246
39748,2011
39748,4
72714,8
72714,3347
72714,369
72714,3901
72714,314
72714,1574
72714,322
72725,1319
72725,732
72725,2551
72725,3917
72725,262
72725,417
72725,77
144200,310
144200,18
144200,191
144200,29
144200,411
144200,1272
144200,248
144200,98
144200,122
144200,103
144200,5
45933,3415
45933,1878
45933,1544
45933,97
45933,299
45933,307
45933,246
127559,261
127559,452
127559,827
127559,1620
127559,734
127559,1815
127559,55
127559,44
27329,148
27329,102
27329,494
27329,748
27329,1039
27329,35
27329,1
45963,4341
45963,1455
45963,70
45963,19
45963,1121
45963,626
45963,1678
5692,70
5692,2396
5692,2046
5692,609
5692,634
5692,245
5692,38
5692,1848
5638,994
5638,373
5638,85
5638,339
5638,49
5638,16
5638,261
5638,228
131926,1209
131926,638
131926,1415
131926,651
131926,1392
131926,1777
131926,773
5535,141
5535,19
5535,885
5535,114
5535,4
5535,370
5535,2
144790,342
144790,98
144790,379
144790,51
144790,255
144790,16
144790,3530
103545,35
103545,10
103545,1784
103545,317
103545,364
103545,550
103545,1423
103152,13
103152,161
103152,44
103152,180
103152,61
103152,77
103152,18
5868,3167
5868,2089
5868,4472
5868,4462
5868,3724
5868,4612
5868,1873
5868,224
5868,2351
131711,3595
131711,1128
131711,639
131711,100
131711,86
131711,277
131711,98
131711,884
126757,107
126757,241
126757,299
126757,101
126757,1
126757,56
126757,2235
144536,2584
144536,239
144536,33
144536,206
144536,1809
144536,345
144536,110
144536,7
144536,63
144536,182
144536,230
144536,2789
131611,54
131611,297
131611,1278
131611,738
131611,31
131611,1
131611,1263
144522,51
144522,3487
144522,1707
144522,2040
144522,575
144522,1375
144522,2448
131623,1081
131623,54
131623,3819
131623,267
131623,674
131623,256
131623,233
131623,301
126881,2809
126881,231
126881,133
126881,2181
126881,1911
126881,2175
126881,689
126881,296
126881,108
126881,64
103811,385
103811,3846
103811,3433
103811,1643
103811,2507
103811,1533
103811,4047
22589,376
22589,1066
22589,47
22589,97
22589,1484
22589,1354
22589,37
22589,46
22563,3283
22563,41
22563,295
22563,657
22563,277
22563,1
22563,620
131425,2186
131425,117
131425,2144
131425,127
131425,301
131425,2795
131425,805
131408,2328
131408,55
131408,913
131408,10
131408,66
131408,3
131408,118
103918,2369
103918,452
103918,1221
103918,357
103918,4094
103918,347
103918,1732
103918,487
103918,2527
103918,575
168386,55
168386,77
168386,343
168386,92
168386,15
168386,740
168386,3783
168386,244
73293,583
73293,292
73293,40
73293,19
73293,443
73293,393
73293,1920
103589,86
103589,514
103589,212
103589,675
103589,60
103589,398
103589,617
103597,497
103597,45
103597,2292
103597,1144
103597,4180
103597,126
103597,1
73283,309
73283,2913
73283,4350
73283,3863
73283,2653
73283,670
73283,3240
168242,1
168242,66
168242,24
168242,2157
168242,124
168242,46
168242,2437
168242,280
168242,2112
168242,1711
168242,1121
103653,4541
103653,1
103653,1298
103653,134
103653,471
103653,492
103653,1295
103653,355
22991,120
22991,624
22991,3460
22991,577
22991,1071
22991,432
22991,156
131224,223
131224,22
131224,688
131224,5
131224,1
131224,803
131224,2031
131224,290
131224,697
131224,91
168062,1125
168062,127
168062,37
168062,104
168062,1603
168062,110
168062,84
144930,241
144930,14
144930,2
144930,963
144930,523
144930,71
144930,96
144930,913
103707,87
103707,284
103707,2304
103707,249
103707,443
103707,2205
103707,43
168134,1158
168134,1
168134,622
168134,22
168134,127
168134,2540
168134,1353
22852,817
22852,148
22852,426
22852,537
22852,363
22852,230
22852,370
22309,379
22309,63
22309,137
22309,240
22309,126
22309,408
22309,303
22309,431
22309,1128
22230,4463
22230,450
22230,563
22230,162
22230,175
22230,193
22230,841
22230,51
22230,854
18672,193
18672,11
18672,78
18672,566
18672,191
18672,851
18672,3228
18617,1
18617,199
18617,91
18617,393
18617,294
18617,109
18617,77
18617,903
26940,4297
26940,2180
26940,2826
26940,4442
26940,27
26940,32
26940,1323
18815,312
18815,35
18815,30
18815,554
18815,1114
18815,97
18815,227
18815,31
156985,1822
156985,1771
156985,14
156985,2355
156985,3057
156985,768
156985,956
156985,475
156985,1112
156985,85
114943,30
114943,619
114943,3708
114943,125
114943,834
114943,6
114943,444
114943,111
114943,91
114943,345
5190,85
5190,1847
5190,38
5190,294
5190,90
5190,2020
5190,92
18992,1098
18992,113
18992,542
18992,759
18992,66
18992,178
18992,283
18992,376
18992,151
18992,7
18992,23
18992,132
18992,352
18992,36
114907,84
114907,527
114907,12
114907,22
114907,1
114907,194
114907,147
5079,49
5079,3178
5079,607
5079,1992
5079,911
5079,645
5079,4591
5028,265
5028,1037
5028,651
5028,17
5028,1003
5028,2179
5028,805
5043,266
5043,343
5043,167
5043,123
5043,164
5043,1895
5043,274
5043,140
156774,991
156774,34
156774,1159
156774,696
156774,25
156774,201
156774,260
156754,28
156754,3444
156754,2474
156754,176
156754,791
156754,202
156754,12
156754,2669
156680,218
156680,5
156680,89
156680,1085
156680,120
156680,159
156680,104
156697,28
156697,3
156697,2062
156697,253
156697,450
156697,225
156697,433
22001,86
22001,170
22001,299
22001,76
22001,722
22001,415
22001,23
5442,88
5442,1
5442,151
5442,1577
5442,117
5442,459
5442,121
5442,15
5442,223
22044,1082
22044,539
22044,3192
22044,184
22044,440
22044,819
22044,589
22043,2820
22043,1
22043,511
22043,252
22043,376
22043,144
22043,38
5342,674
5342,2
5342,211
5342,117
5342,40
5342,77
5342,24
114343,1851
114343,165
114343,189
114343,162
114343,486
114343,9
114343,378
114343,497
24177,58
24177,1025
24177,161
24177,13
24177,14
24177,82
24177,2612
114458,304
114458,1550
114458,429
114458,459
114458,606
114458,53
114458,89
114458,7
114458,384
114238,193
114238,385
114238,3049
114238,46
114238,69
114238,11
114238,401
114259,109
114259,1308
114259,309
114259,792
114259,2959
114259,491
114259,24
24284,102
24284,800
24284,406
24284,293
24284,97
24284,274
24284,144
24284,1221
24284,6
24284,784
24284,765
114589,1459
114589,116
114589,2296
114589,2123
114589,1
114589,391
114589,17
114589,60
114589,2224
114589,292
114589,39
114589,411
114589,428
114589,682
179826,2776
179826,1624
179826,1317
179826,284
179826,565
179826,10
179826,2616
71537,960
71537,702
71537,3278
71537,1
71537,387
71537,245
71537,4191
179890,1640
179890,824
179890,3327
179890,137
179890,993
179890,819
179890,28
179890,448
179890,60
179890,450
179890,546
179890,624
179890,38
179890,45
179890,328
179890,104
179890,272
179890,3192
83248,26
83248,2534
83248,1137
83248,434
83248,210
83248,246
83248,9
68228,690
68228,11
68228,719
68228,451
68228,471
68228,610
68228,67
68228,1713
68228,546
155156,89
155156,97
155156,88
155156,33
155156,2499
155156,2007
155156,352
155156,696
68208,430
68208,202
68208,5
68208,958
68208,451
68208,967
68208,308
28848,1290
28848,9
28848,2675
28848,334
28848,3825
28848,184
28848,1444
114552,371
114552,235
114552,8
114552,182
114552,153
114552,997
114552,28
114552,504
114552,557
28872,212
28872,2978
28872,204
28872,290
28872,288
28872,253
28872,1137
28872,125
32321,1562
32321,46
32321,2831
32321,1250
32321,283
32321,88
32321,352
32321,888
32321,2174
17192,60
17192,442
17192,257
17192,249
17192,5
17192,126
17192,16
17192,100
17192,196
17192,849
68378,5
68378,440
68378,212
68378,6
68378,583
68378,111
68378,4027
83035,5
83035,137
83035,243
83035,212
83035,33
83035,48
83035,12
95148,2
95148,55
95148,228
95148,118
95148,130
95148,106
95148,1
95148,781
95105,1740
95105,215
95105,2907
95105,101
95105,10
95105,43
95105,712
95105,93
179387,1210
179387,2718
179387,118
179387,1882
179387,792
179387,814
179387,2417
179387,4
68436,1015
68436,187
68436,31
68436,11
68436,8
68436,593
68436,10
179392,237
179392,109
179392,1582
179392,220
179392,2520
179392,3964
179392,346
179392,709
171137,524
171137,304
171137,24
171137,151
171137,31
171137,347
171137,1238
171137,189
95377,640
95377,99
95377,1364
95377,541
95377,286
95377,3085
95377,169
68729,365
68729,69
68729,3902
68729,60
68729,2345
68729,293
68729,2604
114033,380
114033,15
114033,8
114033,872
114033,311
114033,53
114033,50
114033,789
167266,202
167266,2152
167266,33
167266,2613
167266,77
167266,385
167266,1489
167266,1132
167266,604
167266,578
167266,4576
167266,84
167266,965
56317,4253
56317,223
56317,967
56317,148
56317,265
56317,1180
56317,104
56317,258
56317,2099
56317,597
101519,113
101519,1429
101519,1166
101519,550
101519,2795
101519,126
101519,778
101519,138
171435,9
171435,3212
171435,276
171435,510
171435,2340
171435,76
171435,186
171435,7
132172,4520
132172,2549
132172,3345
132172,1528
132172,4544
132172,1959
132172,4568
56471,6
56471,1840
56471,398
56471,63
56471,35
56471,134
56471,2618
56493,293
56493,385
56493,1377
56493,590
56493,83
56493,343
56493,1698
101426,75
101426,1
101426,559
101426,152
101426,30
101426,2
101426,700
101426,13
101426,48
101426,29
101426,704
101426,179
101426,110
101426,296
101426,746
101426,26
101426,2560
171233,2055
171233,182
171233,1413
171233,230
171233,318
171233,1898
171233,3715
171233,4571
71025,3310
71025,579
71025,2374
71025,487
71025,1691
71025,1194
71025,201
71025,570
71025,81
71025,67
28290,1435
28290,1718
28290,1011
28290,2542
28290,56
28290,293
28290,128
171658,19
171658,173
171658,3
171658,556
171658,57
171658,2942
171658,1
171658,109
171658,673
171665,43
171665,606
171665,88
171665,640
171665,1371
171665,15
171665,956
171665,664
171665,1216
167486,182
167486,810
167486,7
167486,108
167486,957
167486,231
167486,432
83974,77
83974,45
83974,1050
83974,186
83974,2
83974,49
83974,2062
83943,407
83943,328
83943,721
83943,1210
83943,44
83943,394
83943,594
95833,17
95833,5
95833,1483
95833,249
95833,127
95833,3228
95833,77
95833,208
95833,9
167406,1426
167406,2996
167406,1301
167406,3864
167406,719
167406,49
167406,3736
167406,4165
167406,1037
167555,4
167555,40
167555,822
167555,4674
167555,3701
167555,88
167555,2036
101692,619
101692,139
101692,16
101692,111
101692,49
101692,1831
101692,2496
101692,3380
101692,5
28007,693
28007,216
28007,1744
28007,360
28007,293
28007,553
28007,176
56794,258
56794,2128
56794,182
56794,198
56794,119
56794,15
56794,189
28525,66
28525,1070
28525,1113
28525,1426
28525,655
28525,113
28525,84
126410,787
126410,749
126410,4438
126410,544
126410,188
126410,6
126410,103
126410,15
126410,1243
126410,125
101965,32
101965,3862
101965,230
101965,111
101965,201
101965,161
101965,4315
101965,143
101965,9
83760,11
83760,689
83760,188
83760,341
83760,466
83760,440
83760,688
83760,36
83760,105
44728,45
44728,503
44728,607
44728,102
44728,2101
44728,3648
44728,60
44728,1050
28581,1
28581,67
28581,295
28581,1809
28581,657
28581,275
28581,126
28581,242
56080,1777
56080,3214
56080,1125
56080,139
56080,1155
56080,1025
56080,437
56080,1954
101838,171
101838,894
101838,197
101838,118
101838,855
101838,149
101838,241
101838,882
171777,100
171777,728
171777,1087
171777,379
171777,246
171777,966
171777,563
171767,1587
171767,160
171767,24
171767,4262
171767,137
171767,651
171767,496
101891,332
101891,877
101891,2575
101891,522
101891,773
101891,478
101891,415
101891,160
101891,81
101891,3241
101826,699
101826,347
101826,33
101826,1
101826,81
101826,1104
101826,41
101826,561
44612,3836
44612,1361
44612,4428
44612,524
44612,4524
44612,1378
44612,1293
44641,21
44641,27
44641,2257
44641,83
44641,361
44641,191
44641,39
167709,95
167709,625
167709,3
167709,46
167709,88
167709,93
167709,778
126246,763
126246,2577
126246,1361
126246,624
126246,4428
126246,4553
126246,597
126246,102
126261,178
126261,38
126261,91
126261,387
126261,702
126261,6
126261,445
126215,33
126215,281
126215,323
126215,655
126215,38
126215,129
126215,35
126675,548
126675,1609
126675,1632
126675,30
126675,977
126675,4
126675,2164
126675,5
126646,218
126646,570
126646,121
126646,154
126646,843
126646,25
126646,59
126646,355
126646,311
143071,44
143071,41
143071,91
143071,46
143071,283
143071,45
143071,322
143071,99
143071,1
44464,7
44464,4115
44464,127
44464,100
44464,1006
44464,1172
44464,196
44564,987
44564,4420
44564,4052
44564,1132
44564,313
44564,3490
44564,2303
44564,540
44564,2000
44564,1339
28352,1537
28352,2983
28352,151
28352,84
28352,637
28352,775
28352,1345
192757,27
192757,866
192757,1852
192757,505
192757,7
192757,93
192757,199
126524,1282
126524,111
126524,51
126524,102
126524,79
126524,33
126524,144
126524,719
44386,10
44386,121
44386,219
44386,1334
44386,15
44386,339
44386,48
44386,1755
83675,526
83675,2
83675,121
83675,3454
83675,684
83675,432
83675,1409
83675,116
83675,133
44408,104
44408,1
44408,170
44408,1742
44408,1735
44408,135
44408,91
167999,15
167999,1
167999,39
167999,139
167999,441
167999,688
167999,1256
167999,595
126450,9
126450,346
126450,238
126450,1837
126450,2959
126450,473
126450,50
167969,109
167969,71
167969,3
167969,70
167969,1001
167969,4001
167969,496
4500,1097
4500,188
4500,13
4500,48
4500,4332
4500,75
4500,22
4500,1111
4500,126
4583,510
4583,513
4583,290
4583,12
4583,2395
4583,34
4583,23
4583,38
4583,4495
4423,163
4423,2288
4423,320
4423,126
4423,95
4423,1380
4423,327
4423,170
4423,819
4422,1192
4422,459
4422,115
4422,6
4422,822
4422,1124
4422,10
132962,553
132962,5
132962,2067
132962,1039
132962,212
132962,445
132962,355
132999,904
132999,3960
132999,2624
132999,177
132999,1938
132999,58
132999,536
102036,11
102036,1848
102036,42
102036,234
102036,1
102036,68
102036,680
102073,367
102073,30
102073,815
102073,8
102073,29
102073,682
102073,514
102073,190
102073,163
102073,2593
102073,188
102073,639
102073,749
102073,279
102073,2447
125590,956
125590,2509
125590,118
125590,248
125590,277
125590,1
125590,43
125590,1572
125590,35
125590,149
125590,67
125590,3209
125590,299
125590,18
125590,932
102106,66
102106,4540
102106,173
102106,3111
102106,1
102106,1305
102106,562
102106,1035
143583,110
143583,210
143583,590
143583,1978
143583,3603
143583,45
143583,2489
143583,3078
143583,357
44950,130
44950,565
44950,31
44950,539
44950,764
44950,568
44950,58
4202,1104
4202,111
4202,1
4202,1631
4202,2024
4202,146
4202,994
4202,367
4202,4070
143446,284
143446,77
143446,70
143446,617
143446,13
143446,853
143446,25
143446,570
143446,167
44909,1
44909,137
44909,352
44909,49
44909,1488
44909,1081
44909,6
44909,508
44909,1391
44909,3
44909,141
44909,156
44909,472
44907,346
44907,112
44907,39
44907,98
44907,2
44907,11
44907,75
44907,516
143725,1045
143725,284
143725,219
143725,960
143725,460
143725,113
143725,625
102265,1736
102265,1349
102265,298
102265,231
102265,3719
102265,1288
102265,1911
4922,4369
4922,567
4922,183
4922,432
4922,154
4922,3481
4922,147
125810,1
125810,53
125810,125
125810,19
125810,150
125810,764
125810,550
56867,286
56867,119
56867,170
56867,2840
56867,393
56867,2256
56867,1225
56867,239
143615,35
143615,210
143615,474
143615,732
143615,51
143615,2435
143615,510
143615,629
143615,30
143615,140
143615,347
143615,6
143615,2561
143615,1471
143615,979
56811,50
56811,191
56811,1361
56811,11
56811,153
56811,3548
56811,4247
56811,1350
56811,4553
102467,102
102467,370
102467,1
102467,30
102467,3619
102467,15
102467,97
102467,526
102467,307
102461,36
102461,120
102461,147
102461,99
102461,550
102461,83
102461,124
60994,2328
60994,152
60994,5
60994,89
60994,3660
60994,304
60994,252
132865,218
132865,145
132865,146
132865,1111
132865,1066
132865,12
132865,9
23977,719
23977,48
23977,2471
23977,104
23977,371
23977,17
23977,2010
23920,57
23920,5
23920,244
23920,1
23920,102
23920,15
23920,17
23920,92
23920,290
23903,189
23903,172
23903,4151
23903,25
23903,150
23903,59
23903,239
167025,704
167025,3318
167025,85
167025,28
167025,376
167025,379
167025,49
113832,33
113832,1
113832,38
113832,127
113832,1320
113832,594
113832,77
113832,225
113832,25
113819,208
113819,138
113819,616
113819,380
113819,26
113819,1160
113819,46
68982,105
68982,138
68982,1866
68982,351
68982,5
68982,277
68982,30
17528,955
17528,22
17528,16
17528,125
17528,1050
17528,4251
17528,1140
17528,6
60519,3836
60519,2240
60519,58
60519,565
60519,114
60519,4656
60519,59
60528,588
60528,902
60528,63
60528,1489
60528,691
60528,342
60528,193
113971,3857
113971,210
113971,154
113971,3450
113971,149
113971,215
113971,108
113999,88
113999,1371
113999,623
113999,2008
113999,3931
113999,102
113999,26
